Genes,Olaparib,Veliparib,BMN673,Rucaparib,Cisplatin,Carboplatin,Mitomycin C,SN-38,Epirubicin,Etoposide,Doxorubicin,Camptothecin,Mitoxantrone,Docetaxel,Paclitaxel,Vinorelbine,Busulfan,Chlorambucil,Melphalan,Temozolomide,5-FU,Gemcitabine,6-Mercaptopurine,Methotrexate,Hydroxyurea,NU7441,KU55933,Bleomycin,Actinomycin D,Methotrexate 5-FU,Gemcitabine  Paclitaxel
TNPO1,0.275384135,1.189757287,-0.253379568,-0.442381708,-0.565541362,0.297444243,-0.483181052,-0.171645931,-1.127868772,-0.403521647,-0.346457402,0.014072709,-0.330674104,-0.094936287,-0.136490846,1.129254263,-0.423230942,0.255631691,-0.556579994,0.249254787,0.1019859,0.250151259,1.0153525,-0.017308645,1.138520603,-0.910073528,0.131389264,0.032056374,-0.090812439,-1.342056274,1.913771751
TNKS,-0.109164351,0.257106972,-0.740298601,1.446740751,0.468470225,0.163537702,-0.021249869,-0.020776244,0.138368311,0.102368088,-0.03886562,0.017719001,0.08648208,0.004249601,-0.768841725,0.017128282,1.466323417,0.118982205,0.031447841,0.379864082,0.830308415,0.015733693,0.434680276,0.337561187,2.006609368,0.142424379,-0.15921162,-0.240015092,0.072187141,0.124141402,-0.271921914
TNFRSF10C,0.097312798,1.572680736,1.180222839,0.850140517,1.578571437,3.564759469,1.021652781,0.465570965,2.080077439,0.001107291,0.862486223,0.068274811,0.280458016,-0.269111516,-0.137424373,2.663772365,1.726092188,-0.084984567,0.188605452,1.550835863,1.334130829,0.082235201,0.690599249,0.868969362,-1.719836984,3.924594447,3.248223274,1.087089959,-1.019666677,1.540049993,1.138988477
TNFAIP8,-3.584427229,-2.51126849,-6.561252054,5.738504567,-3.185294969,-4.160819546,-7.189033679,-0.068083954,-3.085434501,-8.229580343,-4.079406087,-1.368569831,-2.202792301,-0.538146541,-1.911258208,-1.346818672,2.643063216,-4.26281985,-2.337983866,-2.100483697,4.798418147,-0.209851317,-1.529276777,2.071765136,-2.793828311,-2.467234034,-5.181772507,-7.235408431,4.589453282,0.035057418,0.366655155
TMEM85,5.400984109,0.395884737,0.795834986,2.220057133,3.479325025,5.183226356,2.274953504,-0.049291565,-3.636098639,-0.244771496,-0.250857995,-0.315468824,0.72138097,1.437441686,-2.899804547,1.06449554,1.09375733,5.541598123,3.452981077,3.47227707,-0.341312633,-3.512891936,5.629581162,0.436020014,2.046508858,-4.095519063,4.342543491,-0.841315182,2.856935403,3.930775343,-8.001955821
TMEM66,-0.819201644,-1.031293063,-0.027777257,-0.89214201,-0.043030853,-0.10382996,-0.99768496,-0.189427365,1.445975342,-0.344327688,0.371514228,1.230444616,1.051969876,-0.235098433,-0.918732179,-0.938253251,-0.367225383,-0.636454497,-0.352838516,-2.527788296,-1.786821774,-0.726194719,6.184240494,-2.528115717,6.434417917,-0.235683297,-0.633801723,-0.962529563,0.397020428,-0.315008428,-0.263495856
TMEM218,-0.043424835,-1.163542113,0.132151146,0.288012071,-0.340938491,-0.661744626,0.222380306,0.316571769,0.704580939,0.267290612,0.26638492,0.633730842,-0.05138799,0.329550651,1.782419837,-3.260072472,-0.695018586,-1.96842422,0.511298031,-3.332532486,0.210807064,0.265043495,-1.830545328,0.013201471,0.511818594,0.741307505,2.271883439,0.181650414,0.282803511,2.782448646,0.010128863
TMEM171,0.128935809,0.023403372,-0.188869174,0.322542407,-0.430627655,0.577567478,0.279719034,-0.333338037,0.111140004,0.419191347,-0.433386362,0.20458266,0.190039373,0.002274103,0.114934129,0.649939594,1.841823752,0.072068882,0.254600838,0.0407009,-2.087458657,1.826619816,0.047107234,0.745092734,0.335850512,-0.555526143,0.163208803,1.540508216,-1.191054735,0.884994025,3.546776438
TMEM161B,4.112556809,3.240404649,4.817854543,1.265909036,0.721738838,5.084299469,1.704531858,0.13483858,1.56132667,0.793942035,-0.054693178,0.029943119,-0.734945419,0.323593407,-3.049911118,5.507411123,2.518641099,5.137979305,2.395115037,-2.470835199,-0.364931684,-0.318359512,4.967489015,0.060983257,0.727573591,5.466910419,1.481885135,2.097064414,2.597161185,2.605570123,5.394282695
TMED7,-0.087413167,0.019792404,-0.059927812,0.533441551,0.570302265,0.025051512,0.986777831,0.037704484,0.111298557,0.06542996,0.022847959,-0.018479487,0.009117197,0.047439063,-0.321758551,0.20229225,0.285861171,0.209775462,-0.023517391,-0.102274866,0.320171311,0.68052794,0.292356396,0.19274781,0.036587006,-0.027186851,0.016852064,-0.095337754,0.050442715,-0.632014559,-0.018875966
TJP1,9.371256706,6.19231968,2.155111991,1.421593027,1.802557608,3.100741658,1.429020164,-0.26898198,6.204093799,0.452635236,1.863394904,-5.479974424,5.903119999,0.157875742,-0.436190106,-3.99757204,0.895633314,9.543836973,7.603178628,-1.461266414,1.644130561,2.751097566,1.939680081,1.327332377,-4.631922185,-3.116088718,6.73134637,3.022253225,1.178624548,1.323165223,4.162142391
THEX1,0.271330877,-0.01210112,2.560893592,2.206907658,2.131238417,0.51362539,1.293609856,1.753409421,0.052281659,1.518954413,2.724966964,0.425858857,0.044190652,0.378227213,0.519836564,0.992865747,1.531144181,0.502688676,-0.07231076,1.622255568,-1.000239687,-3.37327559,3.747151453,0.556624522,1.006015606,-2.058217115,-0.141530146,1.134322812,1.940225786,-0.219170989,-0.129205627
THBS4,-2.30040853,-0.911408969,-2.381782438,-2.396415638,-3.452726788,-4.379892568,-1.954256962,-1.719929043,-0.717070127,-3.014166713,-1.833877787,-1.078204349,-1.624044937,0.017935696,-1.339690396,2.625410039,-2.468156167,-3.607163488,-1.986101263,1.696240752,1.035723922,-2.084422372,1.183416995,0.326080198,1.098696347,0.978534494,-1.966758785,-2.409252733,-1.990768586,0.442482903,-1.676434167
TGDS,2.078479771,0.879508227,0.048421353,1.648147381,-0.202495839,0.623520438,1.090114485,-0.348433868,-0.309604608,-0.857303907,-1.230824056,0.137557142,0.27942956,0.180592727,-2.561127675,0.796777316,0.358242061,3.044501563,0.980358329,0.145289535,-0.293053495,1.541985493,-1.380211962,-0.035694001,0.296235301,3.668615327,1.581543521,0.037522152,-0.273919874,0.404025045,-0.649943015
TFDP1,-0.566636378,0.043681146,0.014232352,0.344925559,0.107174671,0.060786453,0.270285152,0.114441133,-0.357795039,0.240895068,0.133519858,0.126243327,-0.123305067,-3.70438322,0.275393635,-1.050720508,0.050949927,-0.199702251,0.141461488,-1.661628627,0.079847117,0.455551987,-0.391946674,-0.694041999,-0.135345269,0.085451773,-0.191231124,0.258340773,-0.390615662,-2.919655266,-2.095436998
TDP1,-0.424824518,0.454954995,-1.292734129,-1.416394754,-1.258299978,-1.480514862,-0.584515526,-0.910614635,-0.355052063,-0.462831645,-1.145862575,-0.515896839,-0.241353646,1.008680476,-0.627535351,-0.877001374,-0.348614687,-0.609775899,-0.011605707,-0.651782615,-0.525126795,-1.651739175,-0.08671795,0.194721888,-0.803101016,-0.79961411,-1.310568953,-0.728582757,-0.810585202,-0.142305334,-3.165797174
TDG,1.098944644,-0.407412351,-0.119221118,-1.746735275,-2.828287048,-0.436781047,-0.10751295,-1.219125014,-2.279054639,-1.09418042,-2.771034393,-0.206036776,-0.020131227,0.666933873,-1.226257871,-4.365795504,-1.402084302,1.117770825,0.502926541,-1.49815492,0.911167483,0.961064762,1.205141449,0.404562893,0.613627227,-0.007363016,2.723214142,-0.853147118,0.293579644,1.380911292,-4.620909598
TBX3,0.891811143,-0.039329164,-0.118318376,0.814958286,-0.218658197,3.258478808,-0.50143573,-0.10328782,-1.481903398,-0.341843598,-0.012765959,-0.834147345,-1.723878855,0.628755022,-0.49539062,-0.078197888,-0.011306944,-3.176763588,-1.572223171,-0.422266775,-0.336665773,-0.30304944,4.251536453,-0.080114544,1.358345109,2.473644394,-2.665730447,-0.109237211,-0.074038168,-0.641759578,0.928611607
TBCA,1.827109905,1.910633934,-0.029801914,0.011289053,0.469223362,3.162208163,0.080296447,1.659107283,4.725081841,2.889310756,2.962410094,2.589549227,3.392855594,0.390913243,1.845381344,2.66064298,-1.605036629,3.079116016,0.359423725,2.72980521,0.822251876,1.942371372,2.76414322,0.832887529,2.33706735,-1.087075409,1.525351084,0.24036002,2.086316399,1.199784255,1.332519594
TBC1D20,0.32768456,0.012201786,-0.044536852,-0.346995148,-0.462101699,-0.648299736,-0.225014022,-0.046118487,-0.690217447,0.059245415,-0.044747844,0.266330443,0.268271471,0.660178431,0.452992048,-0.813035842,-0.620987442,-0.670807286,-0.42612077,-0.465890035,-0.252264763,-0.06141977,0.232330936,-0.048564579,0.124554942,-0.61873071,0.052185442,0.122903165,-0.543946425,-0.020709785,-0.504569412
TAF9,0.17979295,0.00198827,1.678416909,1.590822815,1.286361552,1.869127836,1.597015727,0.216108154,1.277534184,2.347383279,1.52429862,-0.573437233,0.548848853,-0.355944235,-2.856250164,-0.179087045,1.102728059,2.766831028,1.706423526,0.634662834,-0.465103644,2.278525664,4.272229141,0.346407104,1.291532673,-0.063770381,3.467040975,-0.467935074,0.415141091,-1.356471774,-2.431810251
SV2C,-5.366827196,3.246435409,-1.486870177,-2.851729724,-3.279757875,1.693313769,-1.905482372,-0.422743472,-0.629839353,-1.767123277,-0.315674946,0.034714909,0.463546487,1.525465575,1.218144144,6.939424487,2.047622275,-8.463297113,-3.534525461,-0.43924498,-0.790242592,-2.193657553,6.17100847,-1.005203627,0.448762626,5.004257556,-2.067010744,-2.099342177,-1.42754373,-0.238653506,2.654141661
SUCLA2,0.088624451,0.838398215,-0.034285701,0.18007715,0.051286314,-0.647385124,0.034451911,0.156524677,0.025156723,-0.162862543,0.248682142,0.009489593,0.204214523,0.628777441,0.056846962,0.254052931,0.238339135,-0.849030081,-0.392582068,0.31354403,0.80760027,-0.737167117,-0.777821153,0.126006042,0.527223398,0.311389552,-0.556939171,-0.184923665,-0.149011205,0.131126064,0.28541859
STX8,-0.629431287,-0.508547354,-0.177911161,-0.925229578,-0.095224773,-0.465600221,-0.576896354,-0.129950925,-0.24604116,0.001165985,-0.064333117,-0.074844368,-0.263637363,-0.216073055,-0.218114905,-0.614016748,-0.898869121,-0.287773273,-0.391766369,-0.328815512,-0.21693623,0.043415574,-0.42335371,-1.386663362,0.563581395,-0.138089437,0.147887393,-0.832273327,-0.020798868,-1.035422359,-0.317452773
STK11,0.274346495,0.962525822,-0.959433792,-0.707652908,-1.849053735,1.062307182,-0.658068511,3.628268381,2.06007264,2.809074011,2.922045942,1.942973094,1.803051425,1.729035945,5.376778934,0.448359439,-0.632070609,0.845164159,0.418785032,-1.01291159,-0.219850134,-0.519438174,-0.662995318,0.952911813,0.824526827,2.75042665,-1.133213716,2.95663755,1.868115062,0.966572035,3.712044712
STARD4,-1.467833401,-1.885828681,-0.848359382,-0.199865238,-0.214662538,-1.86674986,-0.35668125,-0.290827383,-1.04193099,-0.43807129,-0.08952834,-0.296011745,-0.328949469,1.699897971,-0.672436014,-0.369913444,-1.299990652,-0.871838854,-0.421228887,-0.885755523,-0.728161291,-0.615630966,-1.280423247,-0.798683583,-1.735657742,-1.804497918,-1.465220938,-0.139964623,-0.42837099,0.188630929,-0.419243051
SSBP2,0.150386431,-0.289925815,-0.135465605,-0.988649951,-1.577453201,-0.417870609,-0.874376711,-0.128941683,-0.034879561,-0.526651744,-0.253281715,-0.009925615,0.016663739,-1.194196221,0.257735712,-0.818538873,-0.901543905,-0.409929358,-0.029615288,-1.103955032,0.028013847,0.337214034,0.100373361,-0.119475208,-0.613080469,-0.065828578,0.224634506,-0.270084528,-2.491969064,0.190099157,1.73984338
SRP19,2.522606213,0.668352845,2.721929865,1.14630752,2.462477384,2.868172528,2.68232387,0.776198145,1.790453975,1.363258159,0.601428197,1.431598965,0.247902035,0.121714719,-1.467730586,-0.374554674,1.457644364,4.160118777,2.919894586,0.020639537,1.135515407,3.12807731,1.729191109,1.17554076,-0.875434811,4.038132352,2.253462025,1.429479147,1.08225326,1.641561347,2.920362388
SRFBP1,0.424454599,0.223152802,-0.692664761,4.736086581,-0.779467509,0.723054638,5.752251325,-1.148069831,-0.124737125,3.325637482,-4.941056152,0.120413444,0.028918321,0.70937004,-1.402888049,1.00832509,4.182850009,2.252032128,0.517576313,1.349622447,4.28930527,4.219741384,2.28570799,1.391456209,0.805963967,-0.885084668,2.054748536,-1.472534073,4.889664991,-1.72257309,0.087084444
SPTBN5,-2.825090256,-2.011896322,-2.775214096,-2.451402116,3.372602529,-0.084670661,0.632782657,-1.351643791,-0.738078751,-2.519745832,-2.947273497,-0.384943534,-0.952997328,0.284665238,-0.063739776,2.413701067,3.900020263,0.348976634,0.507756845,-0.077814054,4.679826385,6.634809182,-0.208238805,2.743617333,0.382614264,0.205554007,-0.230380541,1.824649418,-5.031563747,0.690131744,3.344880053
SPSB3,0.164628826,0.224667205,-0.255273386,-4.651833265,-1.875792552,0.074636524,-4.281549261,-0.254202109,-0.507296125,-1.728297109,-0.436412797,0.160174973,0.166963297,-0.521300302,0.341434997,-0.506443633,-4.750260287,0.017365772,0.028947225,0.252726918,3.086089717,-1.45488426,0.08411448,-4.069720519,0.077075446,0.428370975,0.630870983,-2.286365467,-1.504039274,0.90164197,5.0903523
SORBS3,-2.865302287,0.304249753,0.432245697,-4.162106225,-1.571887183,-2.197845779,-3.666603522,-0.286129097,0.166003813,3.538392495,1.055995021,-0.262597625,-0.236239303,0.119563912,0.569770743,-0.615886767,3.634585145,-3.589495251,-0.489838113,0.934631603,2.877589782,-3.326377014,0.491273305,1.313214451,-2.073997401,-2.293867707,-1.937714882,-0.863918514,-1.018988034,0.037661183,-1.452903877
SNX24,3.588363114,-0.961590319,0.440348045,0.456990733,0.62587936,2.288409395,0.553344701,-0.232294055,-4.435290513,-0.34242984,-0.067797923,-2.232395013,-4.79419059,4.520972259,-6.853124065,-8.012434517,0.432160284,4.231808908,-1.039031993,1.569881123,0.467180249,0.641027437,3.815098403,0.406533673,-2.130913774,-2.768777831,4.516417245,0.604259368,0.664424593,2.236330639,-7.585541337
SNX2,-0.132206825,0.996994897,2.400165418,1.139417276,1.006134185,0.857256863,2.401781207,0.299433712,0.930260959,0.386066512,1.472808276,-0.413586535,0.45792151,1.687480724,1.66399836,0.393488886,0.622657231,2.685506599,0.918243774,0.580825388,0.237362002,2.644681166,-0.515846181,0.145991779,0.105474215,1.71993422,1.114750085,1.950360576,1.232173149,0.775759855,2.607633294
SNTB2,-0.156314117,0.239100262,-0.821079685,-2.625736002,-1.185704065,-0.186931173,-0.400123897,-0.275215002,-1.319223974,-1.258649404,-0.545020056,-0.614432489,-0.562114659,0.384134725,1.370593746,-0.786007761,-1.857423792,-2.665567091,-0.366785025,0.423633497,0.49360756,0.409915642,0.490916936,0.054550476,-0.026146859,-2.029948797,-0.766079058,-0.279792687,-0.676485991,2.819065634,3.079492085
SNRPN,-1.254267523,0.47943594,-1.12588656,-0.056863195,3.1725,0.723759619,-1.523144419,1.196770194,1.13401772,0.842985393,1.375631182,0.869202135,-0.228340423,-0.726364852,0.874896186,1.657531859,-1.308142802,-0.044172049,-0.052872668,0.354343014,-0.785089511,-2.997011568,-0.303876191,0.098122592,-0.237383366,-0.082763477,-2.706032562,0.120328603,4.059943284,-0.422618537,0.055234368
SNAP23,3.3240419,-0.334955152,0.433060938,0.571913764,0.412391086,1.232030685,0.81593486,0.280436954,0.419540981,0.482995861,0.210842349,-0.125143164,0.157110532,0.398009484,-0.317258024,-3.444820179,0.304981751,3.353504857,0.159068726,0.636945235,0.340860614,-0.435464459,1.576795692,0.149266208,-2.07913385,0.904204618,-2.298933995,-0.365345773,1.738432109,0.22486279,-2.135269659
SMUG1,0.223281964,1.044909431,1.182242051,0.553361981,0.015237921,-0.673278719,0.307049955,0.001709,-0.599580834,0.021728036,-0.054687743,-0.155992373,-0.216037335,-0.022196093,-0.183613695,1.608681888,0.753145386,-0.096957627,-0.491381092,-0.208529308,0.029281823,0.302908457,-1.829421997,0.20146758,0.262769362,-1.236206926,0.21252814,0.45166815,0.3203846,-1.437903215,1.389774472
SMN1,0.064136203,-0.709280804,0.82081344,-1.62204922,0.191440991,0.096454965,-0.969401991,0.267291992,0.037813986,0.08419079,0.244011827,0.071681219,0.021789399,0.18697197,0.348028866,-0.484860149,-1.063606115,0.085039878,0.018914278,-0.95763047,-1.192184102,-0.478926494,0.248921634,-1.779457741,0.006678372,0.018113281,-1.138078542,0.022183178,0.187789206,0.054521028,-0.707407796
SLX1B,-0.159950583,0.169863513,-0.97522327,-0.552865252,0.523034412,1.765123546,-0.30790315,-0.25032716,-0.824229474,-0.219915765,-0.237394133,-0.061688616,-0.511404623,0.510476086,-0.09535451,1.315336273,-0.052887937,-0.908938641,0.045989983,0.293537902,0.834641677,1.127064079,0.97351105,0.415647928,1.640161886,1.049830463,3.423627292,-0.881043661,-0.270408621,2.464376311,2.446157849
SLCO6A1,4.197714862,0.693417097,-0.335420578,-0.30981889,-0.202756394,0.607708445,-0.311265174,-0.249755684,-2.175629552,-0.305712416,-0.102365035,-0.689107203,-2.872269919,0.1724654,-4.31932238,-7.135481454,-0.346220285,1.271695871,-0.703105285,3.144537367,-0.325551673,0.420596117,2.151210211,-0.338050048,1.738649005,2.1699752,4.156434698,-0.21960627,0.448271443,1.601355884,-5.828302291
SLCO4C1,-0.119996225,0.042796206,-0.856123469,-0.757225545,0.146584337,1.214349166,-0.392181777,-0.42640072,-0.179726661,-0.470319014,-0.693423839,0.129035345,-0.055237724,0.109523619,0.030878564,2.131911187,-0.543311911,0.259061994,0.006210475,0.554985501,0.033820177,-0.3634133,0.579650047,0.107794925,2.135405222,0.678077456,1.533983974,0.150613381,-0.869764516,1.360562427,0.635001582
SLC39A14,1.851199435,3.185711539,0.280810623,-0.587378069,0.890968183,1.572446216,1.532729892,-1.933110868,-2.065333685,-2.124239438,-3.089071296,0.210676778,-0.457475872,1.358099427,-3.647286269,0.626047232,0.109200343,3.84571131,0.048085482,1.145811983,-1.455802389,4.319036319,-4.442017485,0.070572866,3.063623472,0.047413251,0.61505057,0.202287166,0.441279608,-0.507439337,-4.204660368
SLC30A5,0.00775438,1.017415827,-0.619146483,-0.203171172,-1.323265333,1.181388083,-3.259547376,-0.326473578,-0.053800273,-0.944057075,-1.404788054,0.02573291,0.022121874,-0.4584677,-0.796198655,0.667997997,0.172505922,-0.466094964,0.088333356,0.152436943,-0.869469018,1.375375779,1.064730194,1.855061557,0.836943582,1.669176852,1.360948972,1.738515455,3.466582288,0.225783485,-2.511558519
SLC25A46,0.001729033,-0.194134583,0.496748957,-0.262168241,-0.125262142,-0.376510028,-0.208207216,0.372149103,-0.099635441,-0.28772773,-0.305085101,-0.088895073,-0.012930664,-0.178751059,0.36317107,-0.774416911,0.335078219,-0.194879857,-0.060395858,-0.50743189,-0.027537384,0.355632918,-0.78930106,0.324598127,-1.284221281,-0.11055908,-0.165233944,-0.011796993,-0.267187458,0.217716825,0.040663302
SLC25A37,0.218803143,0.571091154,-0.071449701,-0.212765738,-0.125012656,0.101004481,-0.080691981,-0.200450092,0.254856203,-0.133032874,-0.182697131,0.271848709,0.261869936,-0.243691056,2.275806631,2.196573592,-0.213607219,-0.472635456,0.159168764,1.407219109,-0.064481087,-0.242144624,1.61178077,-0.136371073,0.897012319,-0.864828909,-0.702768327,0.342076854,-0.012886742,-3.776083537,-1.729528931
SLC20A2,-0.688936243,-0.297515337,0.208244973,-0.750179988,0.359743027,0.030081167,0.542728292,0.112047067,-0.190488348,0.318777015,0.115559891,-0.063038301,-0.100948766,-1.005740961,0.056226332,0.006621853,0.210621598,-0.312493515,-0.146438269,-1.051535854,0.88962734,-0.666736471,-1.139496328,0.250959729,-0.230636617,-0.279398117,-0.409367855,0.145644582,1.310103609,0.296985652,0.005112656
SLC12A2,1.053291357,0.86714683,-0.428577838,-1.76329009,-2.308977157,-0.046645246,0.485086713,-0.24507014,-0.247528205,0.920145729,-0.705727344,-0.006439752,0.154836116,0.332152935,-1.334088674,-2.373899473,-2.230044972,0.648095886,0.045902392,0.311875854,-0.500924089,-2.159773348,1.451590376,0.984263182,0.611224676,0.38295329,0.829557962,-0.153818112,1.938429198,1.625294009,-4.08368611
SIRT3,2.243620632,1.658218199,-1.416998988,-1.705477973,-0.22951721,1.595634283,-1.63026033,-0.656545433,0.242815197,-0.078012402,-0.531057647,0.157969457,0.157180432,-1.240499172,0.276942123,2.867544103,-0.198095918,2.078541681,0.283133622,2.267036617,3.555170236,-0.211879166,3.042876924,3.874326896,2.944984573,0.861147212,1.847773946,0.964463059,0.008501006,0.012611282,-0.024548355
