Gene,ABT199,Quizartinib,JQ1,Vorinostat,Selinexor,Cytarabine,Mitoxantrone,Decitabine,Azacitidine
GABRG3,-0.501097156,0.136026341,0.024439772,0.155910496,-0.006724617,0.205276857,0.044463933,0.266422797,0.113827274
GABRP,0.136080822,0.100754926,-0.104029082,-0.044937358,-0.171268781,0.011847593,0.085347356,0.080833351,0.017253083
GABRQ,0.274727477,-0.046456584,0.040988171,0.07316703,-0.028536654,0.090392535,-0.012614608,-0.062723185,-0.039547722
GABRR1,-0.1241319,0.101905279,0.344373423,-0.117210517,-0.159587991,-0.084939278,0.088744027,0.276125868,0.19265985
GABRR2,-0.17362944,0.239469612,-0.132256177,0.101329324,0.128086349,0.3222035,-0.011368606,-0.153697258,0.156547852
GADD45A,-0.124265146,0.036680385,0.073033145,-0.157811902,-0.122001766,0.053767829,0.011966102,-0.253460368,0.015922237
GADD45G,-0.001942387,0.079760572,0.069358447,-0.04627555,0.020618828,-0.020739528,0.065454318,0.055048669,-0.041285752
GAK,0.056460198,-0.073233195,-0.41425123,0.054446981,0.101553847,0.152987107,-0.039908562,-0.105636244,-0.387608151
GALK1,-0.003007588,-0.163976923,-0.927575662,0.097439146,-0.00251772,0.269103216,-0.029787398,-0.418723428,-0.527843223
GALK2,-0.036957012,-0.21858124,-0.265375284,0.057614846,0.082558164,0.091281002,-0.103057097,-0.243524761,-0.15052311
GALR1,-0.56198009,-0.050238777,-1.163482034,0.001588978,-0.258280187,0.191229479,-0.002611206,-0.720370092,-0.743378283
GAPDH,-0.64504716,-0.278261687,0.166747327,0.635726081,-0.214604547,0.162111846,0.305717222,0.191753871,0.383666648
GART,-0.887613012,0.610924741,-0.45307916,-0.045012109,-0.02742789,0.187529871,-0.225596437,-0.29558573,-0.504732484
GATA1,0.262909848,0.058852584,-0.321600341,0.154788629,0.189809583,0.195555039,-0.093111343,-0.340919229,-0.273660159
GATA2,-0.125630962,-0.127931986,-0.276576065,0.477150049,0.477330761,-0.011531405,0.056542992,0.001913058,0.235169487
GATA3,0.287994605,-0.067628529,-0.356350514,0.180084147,0.064419324,-0.146519226,-0.096574867,-0.191249502,-0.361697976
GATA4,0.066440862,-0.205491725,-1.142434011,0.159096642,0.06322337,0.193058054,-0.296170845,-0.765438026,-0.65992306
GATA5,0.049645788,-0.159323094,-0.605343121,0.140736424,-0.033020876,0.23461185,-0.079905078,-0.324636836,-0.2708676
GATA6,0.040889303,0.113619279,0.175829445,-0.042512113,0.03351817,-0.077416857,0.067673109,0.168338261,0.251891613
GATAD1,-0.419833835,0.205131054,-0.280615662,0.043711788,-0.108927385,-0.005961531,-0.031698936,0.072104385,0.207744221
GATAD2A,0.391704368,-0.03317575,-0.363804824,0.209791802,-0.364842122,0.368370928,-0.408749489,-0.614591953,-0.886629265
GATAD2B,-0.610789805,0.060673614,-0.041762231,-0.045398391,-0.357517921,-0.117358211,0.11915187,-0.039094988,-0.230549188
GCGR,-0.073222328,0.064614715,-0.127717804,0.176860359,0.142770115,0.232368804,-0.121869634,-0.188473223,0.002605546
GCK,0.178847544,0.165411248,-0.385010194,0.147372837,-0.286404533,0.081249999,-0.121754009,-0.463932287,-0.262822758
GCKR,0.022757006,-0.145130812,-0.54023074,0.166594226,0.292770193,0.156502582,-0.020824504,-0.566399289,-0.237997474
GFI1B,-0.03459825,-0.0518206,0.030239494,0.140636563,0.051992007,0.069643928,-0.231630044,-0.426167591,-0.417570206
GFRA4,-0.004696651,-0.061806627,0.188936715,0.158889815,0.057494062,0.106830307,-0.033128022,-0.111916725,0.113015973
GGCX,-0.042055466,0.025671253,-0.158623066,0.309691934,-0.001468129,0.723024412,-0.149558142,0.271482081,-0.133080174
GHR,-0.029145412,0.05798275,0.35027557,8.67E-05,-0.109150558,-0.083097518,0.106578158,0.232092288,0.405932821
GHRHR,-0.301016371,-0.208413417,-0.634789337,0.206258184,0.422654915,0.016739942,-0.13670387,-0.289523929,-0.171823839
GID4,0.414333523,0.136050432,-0.260850114,0.088329505,-0.220931049,0.133539744,-0.062606561,-0.362385998,-0.212098317
GK,0.449770445,-0.197423475,-0.848227332,0.069117655,0.183454375,0.212041792,-0.03570664,-0.279976969,-0.18980129
GK2,0.109059829,0.063507471,-0.111044245,0.033669995,-0.191444695,0.018503007,-0.031895085,0.107392528,0.057061892
GK5,-0.131057567,-0.149096593,-0.128882889,0.260738936,-0.036885308,-0.032114408,0.095898116,-0.043218039,-0.080330748
GKAP1,-0.061820974,-0.07192418,0.112724625,-0.430350996,-0.659676047,-0.202566186,0.095159815,0.223091704,0.172701535
GLI1,0.027425991,-0.127888044,-0.445091707,0.324360175,0.133870452,0.156074954,-0.307223804,-0.348862848,-0.343986805
GLI2,0.14356805,0.107346235,0.405610418,-0.063808315,-0.173089544,0.002216885,-0.088591281,0.055971812,0.144437895
GLI3,-0.097112895,0.052650996,-0.202863029,-0.002461939,-0.011563153,0.045921311,-0.028002002,0.05168637,0.200282905
GLP1R,0.053124084,0.098833831,-0.124416,0.145843327,-0.095857941,0.04525825,0.067219043,-0.158555445,-0.178304296
GLRA1,-0.000963178,-0.06285272,-0.566241241,0.484586358,-0.120412468,0.32795103,-0.352018387,-0.66458726,-0.573022619
GLRA2,-0.161835673,0.178697152,-0.508236675,0.087373573,-0.210862541,0.100154129,0.052008078,-0.492119682,-0.384741779
GLRA3,0.210550531,-0.056748367,0.022812904,-0.06721717,-0.002593587,-0.161575954,0.07634648,0.017073152,0.106412528
GLS,0.610887409,-0.348501312,0.478985926,0.200346765,-0.610357655,-0.079396574,0.149395892,0.111119797,0.019829178
GLYAT,0.305456003,-0.12052479,-0.484275431,0.04440361,-0.04024136,0.021572064,-0.053590337,-0.16953731,-0.340833512
GLYCTK,0.624620988,0.099912667,-0.486543594,0.008516576,-0.009475104,0.096450793,-0.033220765,-0.360874365,-0.312534639
GLYR1,0.279042744,-0.097849253,-0.264376846,0.040303125,-0.065897644,-0.229613929,-0.072742878,-0.731456537,-0.503659897
GMPS,-0.245117611,0.005319482,-0.606782649,-0.446174099,0.061447102,-0.055397476,-0.280955489,-0.141583976,-0.345343317
GNA11,-0.183301537,-0.240784978,-0.117604612,-0.014443502,-0.213069295,0.174484971,-0.133508868,0.403602266,-0.227387423
GNA13,0.408941229,0.077194112,-0.592014963,-0.297945327,0.562381375,0.263960929,-0.29766243,-0.161698378,-0.270123055
GNAQ,-0.395227034,0.02130731,0.758965084,-0.276064218,-0.248099991,-0.245097944,0.414418325,0.402899471,0.66905658
GNAS,-0.818084194,-0.036508504,0.847068878,-0.34376204,-0.220796462,0.294561904,0.157422559,0.506108604,0.632986983
GNE,-0.33880572,-0.115727095,0.122570944,-0.275380652,-0.082382184,-0.545547597,0.131300473,-0.290331576,0.13830668
GNPNAT1,0.705026053,0.093239562,0.572690634,-0.079690305,0.487466095,0.336549362,0.185651336,0.525358296,0.232353417
GNRHR,-0.015032177,0.124512946,0.104062351,-0.134511678,-0.301561362,-0.211024135,0.151428961,-0.051019063,0.126563453
GPI,-0.789620453,0.020379425,0.249819688,0.617676757,1.133925116,0.608857163,-0.061183846,-0.354961901,0.243483504
GPR124,-0.0418222,-0.128427263,-0.459420093,0.114910397,0.457053952,0.030309386,-0.055023092,-0.36087188,-0.287951686
GPR31,0.104758689,-0.184545373,-0.393589289,0.130840289,-0.089585504,0.042101396,-0.086217683,-0.058187078,-0.167416903
GPS2,0.989122994,-0.042761496,0.298167569,-0.052980885,0.905365515,-0.131949856,-0.037551144,-0.152607843,0.026030515
GRIA1,-0.031609998,0.105366657,-0.298737054,-0.036584669,-0.398407444,-0.097321371,-0.022490119,-0.233688566,0.109361761
GRIA2,-0.122096272,0.083105166,0.453385335,-0.169916256,-0.060333112,-0.163868796,0.246163332,0.240772922,0.190606577
GRIK1,0.019411853,0.023726261,0.45468691,0.131478863,0.303512908,0.056939529,-0.165060607,0.188212071,0.414024198
GRIK2,0.287663353,-0.025736206,0.171829119,-0.014004666,-0.297335046,0.01311561,0.187098724,0.195621208,0.119085623
GRIN1,-0.273055073,-0.035939042,0.074467723,-0.071339681,-0.200391727,-0.186802231,0.103730323,-0.095168423,0.075209426
GRIN2A,0.36600147,0.019719209,0.250717075,0.261519497,0.031508136,0.191330802,0.028563269,-0.239751647,-0.076348244
GRIN2B,-0.03539269,-0.167845236,0.004130468,0.043728212,-0.005528884,0.07557417,-0.025798566,0.006911235,-0.084128664
GRIN2D,0.148562823,-0.036704116,-0.16033682,0.234185658,0.105065069,0.19524438,0.047756134,-0.188379297,-0.140828171
GRIN3A,-0.006772787,-0.090812366,-0.691611768,0.122601051,0.124838595,0.139540604,-0.22647345,-0.650561052,-0.408721179
GRIN3B,0.188978225,-0.056335486,-0.590639538,0.112881694,-0.028212551,0.210536067,-0.202548245,-0.569366711,-0.700868727
GRK4,0.132947912,-0.085447689,0.274319014,-0.000571685,-0.173303879,0.051051802,0.155796051,0.315185321,0.172263964
GRK5,0.158372033,-0.206185432,-0.160639899,0.071621413,-0.240404945,0.011420493,0.030575684,-0.006544647,-0.173619068
GRK6,0.070822008,-0.073468092,-0.039182707,-0.070493199,-0.226236504,-0.087016655,0.017755285,-0.126655277,-0.12517313
GRK7,0.168096279,-0.306609971,-0.74521069,0.206404004,0.331252503,0.066117936,-0.311716893,-0.605722937,-0.68539755
GRM6,-0.163182874,0.224245431,0.125416318,-0.08579984,0.141075656,-0.09374305,0.165654333,0.138595517,-0.06107772
GSG2,-0.216698766,0.014935062,0.093108879,-0.217114727,0.032423139,0.17413065,0.042936754,-0.354082515,0.053102197
GSK3A,0.298948507,-0.095391496,-0.908778058,0.029812246,0.309558133,0.234265374,0.047328612,-0.002015196,-0.172334664
GSK3B,0.327181892,0.184648156,-0.652313899,0.113665863,1.207546594,0.40112369,0.284053997,0.025551183,0.366445469
GSR,0.968605874,0.009460958,-0.607982816,-0.053153036,0.075237621,0.174780269,-0.006655314,-0.480688755,-0.365684185
GTF2H1,-0.106354479,-0.240715128,-0.066506445,-0.013488177,-0.236357829,0.261854606,-0.058298412,-0.209374798,-0.023205843
GTF2H2,0.247040291,-0.051370426,-0.050103084,-0.104094096,0.116725915,0.002355521,-0.069944976,-0.138087717,0.069572697
GTF2H3,-0.309425258,0.137949263,0.15284499,-0.280218308,-0.207710847,-0.120529026,0.127898644,0.380525193,0.419297695
GTF2H4,-0.129708327,-0.133822256,-1.091152309,0.063180955,-0.822295861,0.04291123,-0.049813645,-0.067363437,0.102288425
GTF2H5,-0.560728191,-0.080674706,-0.476332513,0.673101675,-0.457301355,0.009713767,0.154132269,0.233008012,0.395765022
GTF2I,0.346741499,-0.0234661,-0.216290902,0.106896107,-0.037849676,0.082352463,0.089942874,-0.050074429,-0.119019579
GTF3C2,-0.252330774,-0.138371659,-0.124791671,0.065599838,-0.107513207,0.026741644,-0.009647783,-0.006711382,0.034427917
GTF3C4,0.228676794,-0.034390182,0.537018388,-0.320189783,-0.608302164,-0.199171018,0.088444305,0.285444381,0.142776908
GUCY2C,0.068547034,0.548426299,0.266201782,0.044161136,-0.337482789,-0.350225889,-0.001652602,0.289852582,0.034750297
GUCY2D,0.52377427,-0.374337193,-0.237270452,-0.115194706,-0.229762664,0.10012509,-0.195453402,-0.448657885,-0.913986028
GUCY2F,-0.289060154,0.058038725,0.149694055,-0.037814999,-0.038668232,0.031276512,0.165533443,-4.28E-05,0.129026789
GUK1,-0.005969427,0.250589104,0.123229848,0.423388127,1.448521328,1.206989955,-0.048603809,-1.11996498,0.822961076
H1F0,0.14179509,-0.10145613,-0.538744951,0.26086693,0.310383195,0.194689842,-0.006009463,-0.451371408,-0.413651683
H1FX,-0.011273454,0.030175463,-0.463858129,-0.047347561,0.059190244,0.202148361,0.16288723,0.539489514,0.064706073
H2AFX,-0.03073341,-0.057558179,0.004827771,-0.049383666,0.043731985,-0.063795321,-0.542356832,-0.384140452,-0.54943694
H2AFZ,-0.757908168,0.438842728,1.246623431,-0.332530155,-0.513431064,-0.391680125,-0.26635305,0.26483421,0.029332319
H3F3A,0.465903206,0.188651778,0.075090294,-0.096700188,-0.45010423,-0.006647974,0.225429708,0.320420623,0.159837925
H3F3B,-0.019853099,0.008514197,-0.171315109,0.035889273,-0.13900867,0.146700988,0.071891483,0.016618723,-0.033634978
H3F3C,-0.131368672,-0.053269122,0.073868728,0.080501246,-0.025044051,0.20716602,0.404994671,-0.469934264,-0.287293735
HAT1,-0.170716329,0.086933315,-0.009141875,-0.060871849,-0.054528216,-0.097523676,0.26891437,0.40738542,0.372898999
HAUS7,-0.207951615,-0.101946091,0.490920929,-0.246229974,-0.173749611,0.013231715,0.155625666,-0.090934336,0.589771079
HCAR2,0.057322595,-0.051080117,0.029803074,-0.048782209,-0.163870723,-0.149507932,0.151917017,0.237704083,-0.07127844
HCAR3,0.184610547,-0.019587006,0.368822662,0.120712815,-0.315504839,0.179970224,0.001321089,0.028299769,0.062736614
HCFC1,0.40894931,0.038821377,-0.010629302,0.193463083,0.472137575,0.111195229,0.03960383,-0.37755743,0.002416015
HCK,0.035292985,-0.177014273,-0.301428667,0.007273102,-0.017143095,0.020426109,-0.061955909,-0.211514539,-0.209486295
HDAC1,-0.451132135,-0.048708504,0.523055105,0.056786476,-0.355405269,-0.015072697,0.181393878,0.181994077,-0.016479787
HDAC10,-0.077448964,0.016837974,-0.566861168,0.09612278,0.042181202,-0.01369321,-0.087879672,-0.038263284,-0.133861868
HDAC11,0.491082701,-0.066806665,0.008730019,0.075530164,0.010429123,0.172299345,-0.066915867,-0.350435617,-0.171103801
HDAC2,-0.651490947,-0.103704622,0.444547976,-0.102584935,0.009767324,0.487400853,0.092213316,0.083758658,0.137943146
HDAC3,-0.190641786,-0.071539727,-0.062385625,0.242455531,1.954924964,1.216267445,-0.373910585,-1.157273903,-0.185434803
HDAC4,0.601263757,-0.222484219,-0.056350834,0.170954372,-0.534175593,0.055718929,-0.274259886,-0.193011525,-0.237379716
HDAC5,0.068906854,0.061731118,0.367870348,-0.241854479,-0.399453048,-0.234053044,0.354771772,0.298719385,0.35431402
HDAC6,0.232423596,-0.091367536,-0.11456712,0.138681936,0.047382476,-0.149369887,-0.051153212,-0.29723747,-0.499626114
HDAC7,0.695982908,-0.163045821,-0.556398141,0.068662002,-0.293784436,0.079487245,-0.221700307,-0.449901014,-0.482838433
HDAC8,-0.385458091,0.059040262,0.188071701,0.628265485,0.767577649,0.781945038,-0.674402552,-0.872085091,-0.024999477
HDAC9,-0.11262021,0.066944232,0.190198468,-0.192212965,-0.174240364,-0.281974326,0.321573111,0.418071961,0.369399136
HDGF,0.112965131,-0.192489923,-0.585996538,0.176263405,-0.141319948,0.190183418,-0.343736395,-0.357211602,-0.281423302
HDGFL1,0.093870552,0.038616336,-0.638777567,0.225086718,0.534177594,0.279415551,-0.357735291,-0.413697516,-0.390897135
HDGFRP3,0.001740624,0.100494354,-0.288496605,-0.076119801,-0.224149968,0.320638644,-0.273102072,-0.033049589,-0.220064385
HEATR1,0.34000686,-0.312617229,-0.650714028,-0.195424013,-0.289947229,-0.173237811,-0.234617721,0.218213,-0.111252138
HELLS,0.161528908,0.180348866,0.117227548,0.277520316,0.191991487,0.237512508,-0.072597324,0.13796558,0.166981076
HGF,0.364048357,2.032404569,-0.075559353,-0.384688255,-0.271407953,-0.221418259,-0.331489311,-0.100687189,0.372985197
HIF1A,-0.048717838,0.070418258,0.385913941,-0.114495262,-0.075657068,-0.158685054,0.083329116,0.219799779,0.104448892
HIF1AN,0.052568304,-0.040579977,-0.03928136,-0.036171265,0.050736524,0.052601253,0.06969503,0.027788599,0.182880815
HINFP,0.568755223,0.031640957,0.088328535,0.019935274,-0.251393064,-0.101831695,0.177443617,0.266502162,0.436047453
HIPK1,0.270286601,0.051482594,0.704673906,0.062727195,-0.196264038,0.007052961,0.13418249,0.153566529,0.14844224
HIPK3,0.081448454,0.105626285,0.870083106,-0.274454202,0.3087132,-0.263025645,0.198649983,0.314010177,0.487976827
HIPK4,0.029211717,-0.017805915,-0.235256661,0.218901313,-0.168122882,-0.211722937,0.010247319,-0.33788987,-0.212552958
HIRA,0.298224602,0.136810157,-0.128852072,-0.015264845,-0.379727847,0.144651169,-0.521080923,-0.057801226,-0.058019002
HIST1H1C,0.140340994,0.008166951,-0.131385493,-0.164324015,0.20488857,-0.053170874,-0.584222866,-0.21171883,-0.236632009
HIST1H2BD,-0.235308402,0.106133661,0.247765296,-0.026825584,-0.257507525,-0.086950798,0.110482117,0.11326161,0.264381401
HIST1H3B,1.092100646,-0.621431489,-1.965495745,0.33701376,-0.405515901,0.547117321,0.088991005,-0.881252735,-1.118920913
HJURP,-0.090145358,-0.024239007,-0.544378231,0.249698593,0.36997822,0.513107725,-0.274603756,-0.248313018,-0.438322257
HK1,-0.178706552,0.126138045,0.200863611,0.033135161,-0.279214051,-0.216211548,0.131226439,0.082574371,0.305357097
HK2,-0.714476508,0.253204306,0.289286338,-0.23452324,-0.045690872,0.191650798,-0.237115027,-0.045645614,0.113205955
HK3,-0.136702719,-0.073830345,0.071209327,0.045338986,0.09304555,0.100847093,-0.070108589,-0.136111328,-0.075821161
HKDC1,0.171238907,-0.240514139,0.333884551,0.004787958,-0.183329578,-0.019834571,0.189595687,0.098610049,0.419363127
HLCS,-0.35241074,-0.20322228,-0.720466465,0.098639928,0.289087022,0.112882309,-0.602319373,-0.633357519,-0.712045567
HLTF,-0.065277439,0.113314418,0.005085726,0.124398392,-0.426215144,-0.097359376,0.159568472,-0.180488232,-0.190102973
HLX,0.768509209,-0.192580401,-0.892812077,0.628723413,-0.51522649,0.543630464,-0.199424575,-0.217667983,-0.295375578
HMG20B,0.361114205,-0.267689508,-0.623572167,0.093263637,-0.193546973,0.25132119,-0.07731463,-0.387684388,-0.572274359
HMGA1,-0.109763129,0.07398086,0.21778828,-0.001932274,0.022885503,0.105443997,-0.18108377,-0.242081379,-0.295764125
HMGA2,0.091604089,-0.091705524,-0.43940836,-0.019071509,0.064980001,0.005694,0.0572109,-0.220337449,-0.301053745
HMGB1,0.260224212,-0.110474401,-0.91170509,0.490906499,-0.123799019,0.488703,-0.618674921,0.138161779,0.155743039
HMGB2,0.056106835,0.101470286,0.333280122,0.122752948,0.011581009,0.171164903,0.16799876,-0.046065122,0.52279943
HMGCR,-0.226061008,-0.135680505,0.284166846,-0.130578929,1.062305589,-0.067140881,0.118854481,0.114042759,-0.318063149
HNRNPC,0.052228076,0.501161639,-0.113968774,0.74713737,-0.170194099,0.720065666,0.231874329,-0.059374887,-0.029256311
HNRNPK,0.360357152,-0.203026432,-0.100698239,0.136689251,0.46435598,0.080819648,-0.250418548,-0.540655985,-0.242231084
HNRNPU,-0.509529373,-0.120964377,-0.035214441,0.203341898,-0.328112217,0.463600076,0.237773093,-0.032400993,-0.306575119
HORMAD1,-0.11734457,-0.074096037,0.259760716,0.042101252,-0.169191678,-0.177439041,0.098735921,0.200840232,0.214661423
HORMAD2,-0.263344853,1.033825457,-0.377512636,-0.294620736,-0.295466222,-0.156027001,-0.02732927,0.062093019,0.173897694
HPD,-0.273740313,0.156125091,0.315367306,-0.283510761,-0.126474711,-0.207438878,0.100431019,0.376925207,0.317785652
HPN,-0.039327492,-0.082613546,0.132465839,0.391223523,0.687274204,0.348674728,-0.157011288,-0.345307064,-0.244440182
HPRT1,-1.854882062,0.498422029,0.807792339,-0.415883109,0.654374575,-1.589958233,0.28863685,1.195821906,2.158345999
HR,0.427089318,0.331637908,-0.271716542,0.409898605,0.099492177,0.241979979,0.213817926,-0.126090811,-0.375218376
HRAS,0.215914063,0.118323523,0.073585869,-0.036540273,-0.362187242,0.021902128,0.169472898,0.175981899,0.126826608
HRH1,-0.033580294,-1.51E-05,-0.086004871,0.021815903,-0.139364606,-0.039007298,0.072775321,-0.130653301,-0.122162835
HRH2,0.328312088,0.141880053,0.08341982,-0.248822389,-0.01326875,0.180418402,0.183882011,0.093620526,0.391507242
HRH4,-0.117745221,0.071085589,-0.162273205,-0.206319022,-0.03587025,-0.125661873,0.07468108,0.322110746,0.2032758
HSD3B1,0.02387097,-0.008727406,-0.740576097,0.072138441,-0.169077417,0.210563564,-0.159655037,-0.399181724,-0.448493803
HSD3B2,0.217878183,0.021156194,-0.379284048,-0.060981274,-0.248896707,-0.085878419,-0.058836223,-0.216867033,-0.147427686
HSF4,-0.005755421,-0.040052194,-0.195101878,-0.027542842,-0.476955113,0.07525151,0.117476615,0.001325247,-0.042582591
HSP90AA1,0.55451535,-0.134408973,-0.024064132,-0.015130203,0.19872114,0.049578883,0.329848926,0.047034434,-0.115462861
HSP90AB1,-0.023516606,-0.219439966,-1.205422694,0.210103518,-0.488642769,-0.001169959,-0.434771011,-1.589485669,-1.501888094
HSP90B1,-0.278150611,-0.103909647,0.262196168,-0.073597154,-0.317524118,-0.069636808,0.086443596,0.264270073,0.179259841
HSPB8,0.121493217,0.021543279,-0.447289898,-0.160379128,-0.382662415,0.01151929,-0.070898713,-0.07797894,-0.26597451
HSPE1,0.567513808,-0.362750258,-0.164995341,0.427978921,-0.933575952,0.177210747,-0.413260015,-0.231698807,-0.695647808
HTR1A,-0.071181113,0.060305169,-0.036364297,-0.039398034,-0.1368327,-0.093270398,0.107960902,0.017940108,0.119811735
HTR1B,-0.040560521,-0.200452837,-0.090290922,0.775555787,-0.522064077,0.407157661,-0.129615185,-0.405979422,-0.155363407
HTR1D,0.23473248,-0.18514436,-0.377957983,0.204201221,0.152576373,0.19644375,-0.167713256,-0.567176198,-0.321822934
