Gene,ABT199,Quizartinib,JQ1,Vorinostat,Selinexor,Cytarabine,Mitoxantrone,Decitabine,Azacitidine
PTGER4,0.250539169,0.014109541,-0.289600116,0.297828779,0.146441776,0.326760523,-0.210960787,-0.61163807,-0.396645421
PTGFR,-0.173080164,0.159049661,1.15538769,-0.089152892,-0.296752199,-0.200726531,-0.016605567,0.23403121,0.043135877
PTGIR,-0.132430348,-0.025629481,0.058061935,0.119894682,0.190243769,0.010752917,0.003712518,-0.06116294,-0.117441591
PTGIS,-0.342715721,0.977333778,-0.719394378,0.505313594,1.655255408,0.979796083,0.138283464,-0.562911304,-0.504232812
PTGS1,0.131685402,0.094062339,-0.066345759,-0.013914175,-0.157699219,0.008484343,0.032440345,-0.08291181,-0.169471976
PTGS2,0.036526624,0.154848294,-0.060648657,-0.129226748,0.17879449,-0.15146563,0.237941941,0.288521103,0.253587226
PTH1R,-0.258412331,-0.035867263,0.631787331,0.100151504,-0.146682945,-0.198321927,-0.077714396,0.069081219,-0.028838847
PTK2,0.295244058,-0.024632338,-0.022881014,-0.203488223,-0.279462056,-0.168097997,0.116621368,0.027371128,0.033643817
PTK6,0.165131283,-0.045750368,-0.71818456,0.242245721,0.57131634,0.100463625,-0.252300333,-0.593736551,-0.524901777
PTK7,0.226492962,0.045424291,0.17964396,0.265405513,0.126864811,0.062529206,-0.001883247,-0.055241064,0.026662506
PTPN1,0.144234828,-0.078623142,-0.120737695,0.102109535,-0.192408896,-0.117277923,-0.019861875,-0.177408751,-0.10557258
PTPN11,-0.393150047,-0.044973731,0.401152824,0.026584596,-0.038278854,-0.011780983,0.114062212,0.055577551,0.199861984
PTPN4,-0.074741285,-0.029937401,-0.074460102,0.000421965,0.186351346,0.000664681,0.072088803,0.057334344,-0.0943572
PTPRT,-0.109125806,0.143973088,0.075458421,0.029167707,0.151408254,0.090255644,0.171387233,0.228593728,-0.086390999
PWWP2B,0.138599859,-0.098096557,-0.148834191,0.44667129,0.304618666,0.574741261,0.010024649,-0.242327202,-0.567073953
PXK,-0.103908024,-0.053183877,0.036695203,-0.110134123,-0.528163654,-0.039925176,-0.022078628,0.044044797,0.184690808
PYGO1,-0.668827874,0.038935114,0.537668105,0.321736039,0.166318895,-0.082098797,-0.400264372,0.638298913,0.215067088
PYGO2,0.320034731,-0.02001556,-0.203766879,-0.090812967,-0.392054858,-0.082849525,-0.320909963,0.171470701,-0.095812608
PYROXD2,-0.163467621,0.367193066,0.205946714,0.487522529,0.172766166,0.201181501,-0.075388744,0.265928087,0.274419246
RAC1,-0.262326942,-0.023575028,0.416712659,-0.00787298,-0.039013694,-0.208553635,0.063660446,0.138998594,0.308724261
RAD1,0.449404733,0.152194518,-0.357228977,-0.452491101,-0.456096944,0.104398904,-0.440937661,-0.222327141,-0.705764629
RAD17,-0.19373293,-0.452689703,0.40952735,-0.605873979,0.176441356,0.152463262,-0.018224326,-0.002830056,0.052596584
RAD18,-0.693904027,0.287933562,-0.302834476,0.261481223,0.487639391,0.205524108,-0.275122022,-0.285986151,-0.235249965
RAD21,-1.431676114,-0.200316852,0.687594592,-0.289823347,-0.7182562,-0.652872928,-0.205684558,0.272761403,0.140916135
RAD23A,0.244925873,0.046513524,0.007183767,-0.10602239,-0.612861124,-0.147521744,0.192801136,-0.444841752,0.097060143
RAD23B,-0.606794163,0.112736955,-0.243621917,-0.101831287,-0.503731958,0.148804784,0.317506787,-0.008086752,0.20003807
RAD50,-0.270548878,0.074136092,0.323503968,0.032196073,-0.073204544,0.016410615,-0.375727883,0.15603091,0.067603022
RAD51,0.585546081,0.936504635,-0.010307092,-0.359952021,-0.319939885,-0.083897371,-0.300844434,0.400728199,0.145870874
RAD51AP1,-0.458178055,0.234923839,-0.04586227,-0.295451916,0.0102627,0.046475446,0.289173918,0.659086732,0.067212623
RAD51B,-1.132564495,-0.476149182,-1.338146534,-0.469492899,-0.785905852,-0.165062954,-1.148738562,-0.194691699,-0.493730171
RAD51C,-0.056224977,0.098921719,-0.080737259,-0.050012399,0.094457307,-0.035824342,-0.169477127,-0.058158412,0.101256821
RAD51D,-1.215331354,-0.719633477,-1.28618222,0.249478891,-0.54727427,0.363795691,-1.251292089,0.133632295,0.193725254
RAD52,-0.425503724,-0.26534878,-0.048720331,-0.165579293,-0.228011802,-0.294043196,-0.244518523,0.200292145,-0.004466861
RAD54B,-0.279311018,0.082202453,-0.026220467,-0.212286058,-0.32894915,-0.103324671,0.020096907,0.411388732,0.313657174
RAD54L,-0.674170536,-0.232660663,-0.473596422,0.069332316,0.116415698,0.288355849,-0.923234884,-0.344438326,-0.179752205
RAD9A,0.434790559,-0.366739383,-1.855214135,2.756050763,2.292873118,1.626050175,-0.118824556,-1.031761644,-0.854320701
RAF1,-0.152020471,-0.0081756,0.3506785,-0.014227463,0.1801227,-0.335245327,0.009759184,-0.008108603,-0.088808126
RAG1,-0.28938427,0.167892707,0.297491831,-0.027182026,-0.109665695,-0.057953863,0.110214059,-0.063863779,0.098012982
RAI1,0.572966185,-0.068967114,-1.007804203,0.226454851,0.307273818,0.176725351,-0.286750482,-0.602866284,-0.463384864
RALA,0.212597259,0.175035291,0.203089673,0.117981528,-0.236104874,0.319143405,0.293593494,0.357051624,0.54736676
RALB,-0.153202244,0.25154806,0.156211966,0.048625331,-0.463147343,-0.138530151,-0.02571108,1.138770999,0.408814939
RAMP1,-0.11502083,-0.046253736,0.054069288,0.228456156,0.215283983,0.242336897,-0.039661224,0.014789659,-0.132420797
RAMP2,-0.042547403,-0.116564528,-0.302222664,0.108928462,0.030396463,-0.073773431,-0.426183214,-0.33349055,-0.276201383
RAMP3,-0.000416986,-0.102317161,-0.516703236,0.146629422,0.048025695,0.16362639,-0.144698437,-0.029561743,-0.370026106
RARA,-0.325988399,-0.13306437,-0.285945212,0.083541185,-0.466782788,0.163880065,-0.126584111,-0.273928401,-0.007863586
RARB,0.079758599,-0.034844068,0.058119648,-0.071100511,-0.167980436,0.090540881,0.084806065,0.302889528,0.174951484
RARG,0.101652412,-0.026423926,-0.135386737,0.008332373,-0.027361545,-0.20857553,-0.046503985,-0.057995897,-0.213141006
RARRES1,0.232462849,-0.163496136,-1.186678678,0.285771117,0.164594875,0.422732115,-0.372287877,-0.984273574,-1.044796469
RB1,0.096630259,-0.382016004,-0.325210457,0.152676159,0.679376428,0.180135143,-0.022225077,-0.842570525,-0.811259864
RBBP4,-0.167047659,0.094877636,0.171793358,-0.510891931,0.092490299,-0.36795038,0.531548258,1.406768608,0.956788476
RBBP5,-0.42310473,-0.173054162,-0.00079594,-0.079552273,-0.336823785,-0.187134368,-0.100977205,0.451750804,0.190005633
RBBP6,0.157436383,0.137703486,0.583239515,0.363680755,0.053341942,0.208477746,0.272165111,0.272199517,0.491183355
RBBP7,-0.412555315,-0.104569802,-0.042352732,0.10839257,0.023407634,-0.065977826,0.037477543,0.133650321,0.3892448
RBBP8,-0.033708778,-0.016445415,-0.481820547,-0.124079049,0.055001262,0.234083906,-0.016779978,-0.343145798,-0.226755005
RBKS,0.104481578,-0.206080424,-0.356793335,-0.125978303,-0.079151239,-0.439275578,-0.007361044,-0.240442799,-0.635010926
RBM14,0.083506983,-0.230631333,-0.127245755,-0.234756406,0.230065775,0.196314722,-0.035645846,-0.349432745,-0.469195821
RBMX,0.781783635,0.023536325,0.335930302,-0.190624949,-0.49890778,0.156096207,0.103098303,0.324241188,-0.070707322
RBMXL2,0.26714092,-0.038584131,-0.394240225,0.26246829,0.24202727,0.340504897,-0.081638896,-0.440934121,-0.314633081
RBP1,-0.060677494,-0.021673048,-0.345817611,0.139385824,0.267288005,0.094116569,-0.091037629,-0.162978748,-0.140911772
RCOR1,0.047797411,-0.190784874,-0.558131822,-0.293961376,-0.13999516,-0.185767282,-0.199844432,-0.401790463,-0.289300778
RCOR2,0.058213915,-0.038101262,-0.348729848,0.061244592,-0.060247595,0.109822044,-0.085225567,-0.354077342,-0.022120021
RCOR3,-0.574502803,0.021357876,0.791217445,0.07914434,-0.13579889,0.037690082,0.199036557,0.563706337,0.484920272
RDH8,-0.059050153,-0.124383008,-0.598097432,-0.056128165,-0.291558623,-0.044463402,-0.160858139,-0.410871893,-0.320164385
RDM1,-0.430700372,0.006410356,0.071985704,-0.291130139,-0.467291223,-0.191173336,0.00080682,0.056279949,0.089728763
RECQL,-0.252516591,0.281448702,0.170616678,-0.123160466,-0.436457835,0.057654098,0.826741533,1.35822585,0.224061335
RECQL5,-0.980780602,-0.042686137,-0.127070926,-0.395365754,-0.429936968,-0.563283916,-0.116629032,0.03624877,-0.108542075
REL,-0.022795362,-0.107829785,0.247821083,-0.010956105,-0.261681231,-0.110976667,0.025811287,0.024025545,0.009823095
RELA,0.078935246,-0.103967481,-0.117377276,0.118011339,-0.01012039,0.10251375,-0.104003437,-0.304786338,-0.38327693
RELB,0.029264242,-0.044172797,0.017344363,-0.110211525,0.128143284,0.096284374,0.068412291,-0.094519541,-0.022802135
RELN,-0.172920741,0.1477682,0.209838303,-0.182920939,-0.301490093,-0.013940549,0.282999839,0.022446991,0.502396452
REN,-0.106295942,0.06656591,-0.223569192,-0.030549687,-0.193989228,0.078727965,0.364400111,0.463523294,0.231666895
RERE,0.260841843,0.008871916,-0.043654559,0.116929246,0.19543638,0.25895398,-0.266809553,-0.209708637,-0.352013008
REST,-0.149679198,0.003419307,-0.075486538,0.029018476,-0.037708396,0.068760684,0.071401323,0.216044648,0.074896437
REV1,0.065048581,-0.05170134,-0.271062486,0.181944348,0.059155863,0.064618321,0.109388005,0.015486833,-0.197008515
REV3L,-0.307071079,0.009368413,-0.05289516,0.252361991,0.073537102,0.141772421,0.168348435,-0.058435965,-0.011628874
REXO1,-0.558143925,-0.120508543,-0.599852163,-0.070998344,-0.422325059,-0.054908223,-0.063653947,-0.773158631,-0.211772318
RFC2,1.188607198,3.130360681,-0.956859338,0.834435314,-1.049804781,0.85020167,-1.035650955,-1.239595271,-0.439398914
RFC3,-0.774223681,0.259941903,-0.159408557,0.443926251,0.066353718,0.134201596,-0.240881727,-0.422691614,-0.486258195
RFC4,-0.190033299,-0.063579527,-0.765028972,-0.052578119,0.795990494,0.145161658,0.024342923,1.307080205,-0.21322831
RFC5,0.989604397,-0.770848556,0.007810867,0.241874996,0.683970983,-0.289743588,1.166917045,-0.777271702,0.329118097
RFK,-0.132311581,-0.103486263,0.303057045,0.058798218,0.384025397,0.066981768,0.071881454,0.166739427,0.456955668
RFX5,0.700414083,0.079191433,0.012589793,-0.153247155,0.141228697,0.175623177,-0.074445026,-0.071348741,2.38E-05
RGN,-0.187557133,-0.303355425,0.381791084,-0.029865919,0.064895465,-0.093600739,-0.094559542,0.233337228,0.333789672
RHOA,-0.26478394,0.03796374,0.433323471,0.03146271,0.283339841,0.381797972,-0.134943079,0.507038482,-0.373713519
RICTOR,-0.350511416,-0.097720301,-0.285424367,-0.114207448,-0.83004948,-0.000428837,-0.17008474,-0.346535696,-0.310194935
RIMS1,-0.367340874,0.259245592,-0.263248953,0.17644139,0.094155011,0.143025649,-0.029272749,-0.084471025,-0.0089368
RING1,1.680105195,-0.40984261,0.052099664,-0.173012546,0.138021646,-0.314783496,-0.01452811,-0.426947419,-0.312896805
RIOK1,0.273599726,-0.167328759,-0.526200686,0.478600716,-0.014631463,0.498274695,-0.05021886,-0.549391619,0.338334416
RIOK2,0.119520377,-0.240887026,-0.395822357,0.161695638,-0.193824979,-0.379853837,0.000513626,0.177057993,-0.023832158
RIOK3,-0.465674035,0.293339096,0.418692735,-0.171945195,0.020191294,-0.218424249,0.460850879,0.165800367,0.432618478
RIPK1,-0.206709081,-0.168273403,0.283802496,0.231522007,-0.029891946,0.123252428,-0.035433541,-0.263683698,-0.147142271
RIPK2,0.089436161,-0.055804138,-0.232862958,-0.031597889,-0.372188649,-0.049584154,-0.04428941,-0.341099764,-0.19155734
RIPK3,0.134742944,-0.014900059,0.176487694,0.007024549,-0.218483224,-0.016996135,0.13683675,0.008718814,0.18858548
RIPK4,0.233639809,0.198440527,-0.277898214,0.462399097,0.663659839,0.342489602,-0.016659031,0.122205791,-0.021401228
RNASEL,0.16342823,0.009803746,0.159728241,-0.246352518,-0.404499857,-0.131154861,0.160930469,0.042358701,0.232195635
RNF17,-0.092725996,-0.03399227,0.132223083,-0.195294017,-0.169109212,0.096420923,0.011955916,0.152270909,0.309782033
RNF2,0.782808453,0.062236073,0.466322228,-0.014901102,0.112475623,-0.459915708,0.648160147,0.428867298,0.27693893
RNF20,0.222552361,0.125902306,0.144845292,0.024882783,0.906252831,0.084652062,0.081081191,-0.450076567,-0.042942275
RNF40,-0.434473503,-0.221780966,0.653260454,0.006738994,0.577138878,0.398823478,-0.316672032,-0.148811395,0.064044534
RNF43,-0.191801706,0.02061357,0.231638702,-0.114493345,-0.559138993,0.017947168,0.188815996,0.32677071,0.083180006
RNF8,-0.22881959,-0.016147153,-0.167220925,0.331924613,-0.11739029,0.213517588,-0.393821532,0.085266326,-0.354729592
RNMT,-0.398540794,0.004537995,0.133607733,0.031109546,0.657546093,0.16197393,-0.000947799,0.159052676,0.260633118
RNMTL1,-0.092714563,-0.029650988,0.533145202,0.188080798,0.367683568,-0.015826238,0.211128626,0.54523283,0.655317544
ROCK1,0.081204162,-0.168004813,0.247441666,0.826993819,0.285685635,0.413175033,1.439612356,-0.024901087,-0.41959978
ROR1,-0.095045883,-0.051469714,-0.185352164,0.40056959,0.049258105,0.278375223,-0.06710398,-0.235643602,0.02044771
ROR2,0.214573214,-0.085274956,-0.764466889,0.170852698,0.067961759,0.355041892,-0.232584867,-0.824633955,-0.70712918
RORA,0.891465436,0.123607629,0.204104528,0.032328248,-0.341350223,-0.035066291,0.062466121,0.132522499,0.110104244
ROS1,-0.035788386,-0.041608182,-0.016195522,0.152362229,0.048122958,0.009933654,0.060444148,0.131026606,-0.039528954
RP2,0.390468177,-0.028497694,-0.399498925,-0.083738168,-0.174500208,-0.115711518,-0.300616369,0.164693017,-0.382370178
RPA1,-0.362549353,-0.088829282,0.88047294,-0.013962682,-0.237353442,0.116627143,0.552595233,0.817531543,0.200291888
RPA2,-0.470049321,-0.054547621,0.982635142,0.167609557,-0.060295967,0.011506566,0.128909278,-0.69403764,0.074680725
RPA3,-0.415026782,0.139459204,0.98735862,0.067057998,-0.571195251,0.022443765,0.186218528,0.335027814,0.242043059
RPA4,-0.464164241,0.06979573,1.00188918,0.309140399,0.097680835,0.587980003,0.1655761,-0.032410208,0.009499926
RPAIN,-0.070580008,-0.368680597,-0.499775673,-0.2170974,-0.175677335,0.109137172,-0.286605963,-0.336761161,-0.39282567
RPIA,-0.277651616,-0.052540185,-0.80717889,-0.081208508,0.298099648,0.049475949,0.355070523,-0.185729446,-0.637067153
RPL22,0.155987013,0.180710844,0.423538918,-0.119392074,0.142261652,-0.13453831,-0.030869661,0.376451519,0.329690366
RPS27A,-0.158756347,0.184589685,-0.758953495,0.16195348,0.163595986,0.414697127,-0.448748019,-0.368640255,-0.314279351
RPS6KA1,-1.129161136,-0.200784833,0.258374862,0.080123666,-0.901451538,-0.055830209,-0.907744883,-0.482902774,0.283749235
RPS6KA2,-0.252999875,0.372293672,0.206885162,0.037205293,-0.135393333,0.140289125,-0.100955772,-0.025808668,0.091249477
RPS6KA3,-0.186559885,-0.133713257,-0.224088461,0.012082228,0.004002137,0.051527458,0.11057524,-0.188919256,0.08202954
RPS6KA4,-0.417079303,0.049658594,-0.709540863,0.265045676,0.128299052,0.396293801,-0.101700179,-1.019994492,-0.799463957
RPS6KA5,-0.085827405,0.48404991,0.29125567,0.797012986,0.018538042,0.533305771,-0.186765322,-0.19493853,0.250032741
RPS6KA6,0.196938849,0.010549296,-0.047700689,-0.214594484,-0.234718731,-0.103089195,0.025468315,-0.022519402,0.086039989
RPS6KB1,-0.520205752,0.223562438,0.265141993,-0.072877526,-0.101814834,-0.022241873,0.029608984,-0.119421956,0.180881524
RPS6KB2,0.052832792,0.034274378,0.036282168,0.304183946,0.157132774,0.063157468,-0.206652957,0.021872364,-0.083043352
RPS6KC1,0.08851682,-0.084857155,-0.424948955,0.203590682,-0.028297786,0.007123171,-0.076912864,-0.290795697,-0.304029811
RPS6KL1,0.088816954,-0.156589693,0.001060967,-0.270666833,-0.516793269,-0.375851686,0.116862101,-0.099868583,-0.494938075
RPTOR,-0.023678091,0.047554559,0.349851452,-0.387049496,0.098278131,0.169263891,0.351257951,0.132606812,0.025095257
RRM1,0.558761194,0.359638818,0.051023639,-0.173939429,0.518396085,0.132116632,0.073014084,0.193869608,0.40042149
RSF1,0.183899064,-0.274976994,-0.963938989,0.13255403,-0.125842344,0.283219914,-0.394831304,-0.373263457,-0.9814635
RSL1D1,-0.58801151,0.215486826,0.283913282,-0.084282678,-0.173018422,0.460521803,0.232094242,-0.013381663,0.465818727
RUNX1,-0.358580222,-0.325275968,-0.375665094,-0.090701011,-0.200932912,-0.172487395,-0.549338722,0.056779418,-0.379446795
RUNX1T1,-0.078087964,-0.014692063,0.088549101,0.282863909,0.142537044,0.110156927,-0.166640511,-0.355358773,-0.304687463
RUVBL1,0.726396431,0.259775653,1.241506192,-0.416031076,-0.507577409,-0.459437179,0.115472769,0.686840079,0.479421232
RUVBL2,0.078067419,0.201952801,-0.207356608,0.291161854,0.352284325,0.573186155,-0.102340942,-1.079710353,-0.064133548
RXRA,-0.228604569,-0.247756716,0.066911576,0.18817321,0.02244793,0.539080808,-0.302202986,-0.35353951,-0.323979928
RXRB,-0.117246057,0.144556085,-1.151210122,0.499911198,-0.329174267,0.756512683,-0.279872995,-0.418591603,-0.402913457
RXRG,-0.126845147,-0.109893383,-0.18771916,-0.114371334,-0.518376959,-0.314205284,-0.079363486,-0.001868707,-0.249566169
RYR1,-0.092395325,-0.077925284,0.432060279,0.030222416,-0.443180295,0.170305711,0.030773511,0.030693191,-0.371090419
S1PR1,0.045647807,-0.218551535,-0.135128221,0.011473885,-0.208872072,0.002392983,0.117860399,0.156338625,0.061207958
SALL1,0.208427305,0.020070914,-0.169307765,0.196786606,0.317631976,0.317144627,-0.064477472,-0.080590049,-0.104613471
SAP130,-0.288148801,0.327587236,-0.640539016,0.287886185,0.633653767,0.318434699,-0.283899806,-0.41022716,-0.039728981
SAP30,-0.411099338,0.15874049,-0.578037881,0.27944886,1.056022523,-0.079417025,-0.055734199,-0.187333314,0.123053659
SAT1,0.146426699,0.037927581,0.377768894,0.011840624,-0.189437608,-0.10484455,0.163262854,0.338284584,0.381613872
SAT2,0.197091066,0.124870614,-0.501271147,0.037999373,0.02857348,0.085759515,0.175975644,-0.261537913,-0.071224822
SATB1,0.763963855,-0.12615411,2.76080847,0.178630069,-0.40228291,-0.061921337,-0.401826825,0.169535977,-0.110392122
SATL1,0.199915406,0.006933345,0.075300013,-0.111923957,-0.120136877,-0.207487092,0.146937734,0.384663693,0.160724911
SBK1,-0.563198719,0.017561385,0.042654759,0.253045411,0.116275038,0.28044594,-0.210942709,-0.104330618,-0.147094622
SBK2,-0.490652285,0.050915475,-0.505200547,0.011836956,-0.069408056,0.006311644,-0.238962108,-0.367121758,-0.501012825
SCG2,-0.335844222,-0.157594724,-0.083221846,-0.097094787,0.008356174,-0.082808109,0.229809504,0.310088387,0.161623278
SCMH1,0.047624919,0.118092488,0.393932429,-0.206827321,-0.083691359,-0.005111907,-0.099506441,0.29659874,0.396220291
SCML2,-0.202759301,0.052376242,-0.312927898,-0.452304937,-0.348028366,-0.318392879,3.345021035,-0.336970333,-0.298918679
SCN10A,-0.094068733,-0.24654273,-0.763698459,0.285099716,-0.147816832,-0.007333507,-0.116787181,-0.616711107,-0.622433875
SCN11A,-0.006111382,0.135882542,0.150897641,-0.085993074,0.279276005,0.500479387,0.115991698,-0.088935915,-0.153835253
SCN1A,-0.27243877,0.084856747,-0.234172619,0.084035434,0.002025655,0.153005326,0.094676854,0.128464043,0.312578924
SCN2A,0.12690887,-0.100268064,-0.738339086,0.069307857,0.006806959,0.023814722,0.037720264,-0.528286565,-0.402438732
SCN4A,0.255824761,0.048589404,-0.238113988,-0.365199836,-0.453799359,-0.443598824,0.079483679,-0.089305096,0.044681081
SCN5A,-0.278627715,-0.039147479,-0.028774672,0.204335712,0.184807284,0.214758782,-0.158467863,-0.289109781,0.048961673
SCN9A,0.066238863,-0.032668679,-0.12477035,0.159726291,-0.115528079,0.019458228,-0.077049894,-0.07699415,0.115686279
SCNN1A,0.13841358,0.160012745,-0.039260647,-0.06530679,0.417302609,0.050957597,-0.093593123,-0.088022184,-0.238601417
SCNN1B,-0.061650384,-0.045906469,-0.020745702,0.104056665,0.207960264,0.096455305,-0.027606194,-0.079637333,-0.176083832
SCNN1G,0.36859916,-0.128963781,-0.214976091,0.310635492,0.388627675,0.438703766,-0.022979354,0.121754307,-0.516975181
SCTR,-0.117377959,0.103090356,0.255186542,-0.061808522,-0.228181291,-0.077815415,-0.043641079,-0.096712593,0.255575789
SCYL1,-0.239589635,-0.244662104,-0.208742582,0.318782934,0.126610952,-0.062200361,-0.264121325,-0.367090355,-0.35163071
SCYL2,0.008831548,-0.18753492,-0.391499258,0.15930233,0.546734419,-0.01936006,-0.043431411,-0.185486031,0.045531039
SCYL3,-0.089237861,0.080749987,0.342258727,-0.188602452,-0.160728885,-0.092692808,0.088696702,0.376590516,0.403329539
SDHA,-0.440275094,0.079718613,-0.009925375,0.773347949,-0.150300904,0.286836003,0.565823916,0.329942257,0.839014024
SEPHS1,-0.381311832,0.148966313,0.098070413,-0.091527871,-0.001291808,-0.350593638,-0.172149225,0.686953902,1.008170212
SEPHS2,-0.396603952,0.545566216,-0.875208051,-0.557140846,0.168479044,-0.184979778,-0.314295178,-0.445376542,-0.215277287
SERPINA6,0.064325606,0.062709369,-0.215389622,0.117797068,-0.474546416,-0.009993069,0.07761783,-0.109505192,0.222183385
SERPINC1,-0.059955913,0.135776082,-0.056966475,0.072326611,-0.137776013,0.024360601,0.033839658,-0.105178695,-0.029042159
SERPIND1,-0.332202088,0.1519762,0.452981577,-0.102832911,-0.153889578,-0.125254141,0.174689705,0.028129184,0.278138073
SET,-0.105617347,-0.03349375,-0.636172881,-0.00427734,0.005430635,0.037480367,0.083787671,-0.158743288,-0.02155387
SETBP1,0.495515964,-0.191509458,1.075186437,0.205568865,0.249438435,0.447627639,-0.049287939,-0.241986305,-0.125285675
SETD1A,-0.163501829,-0.008017148,0.665102667,0.753518822,0.337230177,0.032777892,-0.137127174,0.253783789,-0.34252042
SETD1B,-0.627461809,-0.484562578,-1.427160472,-0.381388428,-0.594340262,0.519895063,-0.708512821,-0.414029066,-0.46435325
SETD2,-0.031938789,-0.649594991,-1.010473396,-0.284412184,-0.998358018,-0.006693112,-0.148174644,-0.443431716,-0.746128038
SETD3,-0.279386701,0.032691726,0.01207489,-0.298442264,-0.58343733,-0.140124163,0.081983418,-0.088480945,-0.174516483
SETD4,0.249720951,0.043008302,-0.080010379,-0.020544972,-0.05187135,0.013498697,0.121119088,0.057630274,0.019665209
SETD6,-0.229483039,-0.117137269,-0.45787488,0.178881031,0.533492471,0.316390792,0.105258115,0.06050722,-0.445604593
SETD7,-0.276445642,0.045525848,0.588048398,-0.028297321,-0.665202458,-0.554011949,0.37802304,0.609736695,0.184914618
SETDB1,0.42832339,0.599114861,0.586447682,1.177266442,0.590507416,0.948540709,-0.492920849,-0.688356078,0.912018366
SETDB2,-0.554792657,0.001896522,-0.463382253,0.365675013,-0.224695028,0.096884036,-0.110797565,0.015430964,-0.558675778
SETMAR,0.088348419,-0.084277347,-0.375475165,-0.047406546,1.016838953,0.196875501,0.152998965,-0.227535433,-0.025695756
SETX,-0.27095164,0.037533543,-0.222539472,0.169999498,0.321952429,0.255850165,-0.652634213,-0.27448182,0.119224711
SF3B1,-0.576503507,0.271295649,0.155591929,-0.000829579,0.329743932,-0.034079347,0.136486639,0.127807742,-0.231172208
SFMBT1,-0.529422013,-0.183443548,-0.256742301,0.307717031,0.039849471,0.048485347,-0.128101214,-0.129148872,0.125157122
SFMBT2,-0.733980882,-0.009605824,-0.201222944,0.148300661,0.249400431,0.161783552,0.063625964,-0.325033131,-0.23262528
SGK1,-0.087239733,0.018692177,-0.079247652,-0.196779199,-0.135235996,-0.232051196,-0.207425807,-0.320839718,-0.210807471
SGK2,-0.219857226,0.266719796,-0.293081439,0.132217052,0.368347044,0.357192658,-0.03883385,0.091621401,0.112254268
SGK223,0.013500185,-0.170804211,-0.810754678,0.140832595,-0.201036551,0.280501415,-0.062019364,-0.64855578,-0.489158202
SGK3,0.268957239,-0.013012107,0.021280815,-0.002648741,-0.219798897,0.178717684,-0.005004623,0.023248284,-0.13575775
SGMS1,0.275046197,-0.294735313,-0.513357634,0.116383363,0.060612587,0.052590327,-0.229959475,-0.541455845,-0.577706313
SGMS2,-0.173229585,0.101292096,-0.155282507,-0.099493679,-0.18269371,-0.070474979,0.048353021,0.139167794,-0.095345475
SGOL1,-0.310219984,0.258728777,0.308660855,-0.068719115,0.004263316,-0.093470875,0.46824532,-0.03078294,0.25557286
SGOL2,-0.292236652,-0.032895511,0.716761153,0.123494032,-0.377329188,-0.024773257,0.032985302,0.220439472,0.20270073
SH3KBP1,0.328761587,-0.124381006,-0.625449981,0.085896508,0.00530219,0.158047731,-0.054921704,-0.277647692,-0.261907974
SH3TC2,-0.034393417,0.090174327,-0.80543033,0.055496178,0.09576129,0.217089696,0.037361817,-0.356080279,-0.390191465
SHC1,-0.041802744,-0.110398305,-0.546401798,0.144426702,0.563615481,0.019531794,-0.02531011,0.01984291,-0.251699947
SHFM1,0.280449232,0.21043924,0.476659601,-0.058897016,0.139433571,-0.240881078,-0.091204175,-0.071845168,0.28860421
SHMT2,-0.033919308,-0.25034044,0.85783109,-0.090228923,-0.08654497,0.111461016,0.469054261,0.165154995,0.301874551
SHPK,-0.043545288,0.049674658,-0.345682471,0.105804827,0.145745729,0.136829932,0.006159547,0.825612787,-0.034349895
SHPRH,0.038529759,-0.381803115,0.54345252,1.302761802,0.595731967,0.337623639,-0.032457903,0.302762705,0.223241086
SI,-0.082824844,0.325028682,-0.47116654,-0.13495526,-0.588117719,-0.156057579,-0.139912466,-0.170035297,-0.114322732
SIGMAR1,-0.171202971,-0.018335475,0.041140404,0.225025218,0.114688954,0.111277673,-0.090499453,-0.096415916,-0.027591907
SIK1,0.452821525,0.086968388,0.022665661,-0.177668743,-0.316669294,-0.199799743,-0.372688161,-0.289710077,-0.476968399
SIK2,-0.040402666,0.031378279,-0.008624058,-0.097913048,-0.235047713,-0.086788337,0.066693838,-0.169332838,-0.120900439
SIK3,-0.090571731,0.372587538,-0.519326804,-0.471978715,0.093124869,-0.354012827,-0.184613061,0.142257607,0.079758501
SIN3A,-0.360494016,-0.210480125,2.354508193,-0.472608684,-0.559916233,-0.500089037,-0.210820002,-0.283900341,0.002768413
SIN3B,0.592107232,0.191362423,-0.756891622,0.283156841,-0.002962748,0.392737038,-0.202515422,0.027040492,-0.051180191
SIRT1,-0.545289818,-0.006951621,0.620279963,0.093116432,-0.099773619,-0.152420562,0.149341278,0.051534506,0.145824033
SIRT2,-0.216518085,0.010581363,-0.072219795,0.040329544,-0.09021824,-0.057667681,0.069426105,-0.047221167,0.028156049
SIRT3,0.011855404,-0.035991024,-0.27395072,0.090966903,-0.255082395,0.156932872,-0.002476008,0.061867929,0.075765433
SIRT4,-0.19744934,-0.050530524,-0.155277651,0.240401423,0.293540267,0.028669816,0.091332856,0.1516822,-0.014857517
SIRT5,0.43366903,0.046770049,-0.232481397,0.208280581,0.011066677,0.167752544,-0.176392039,0.008137937,-0.39036732
SIRT6,0.289201551,-0.116717079,-0.167618886,0.267223908,0.584973145,0.123436222,-0.534429999,-0.625835033,0.167616873
